Hisse,Adi,Sektor,Alt Grup,Aciklama,Beta,FiyatKazanc Orani,PDDD Orani,FiyatSatis Orani,Kar Marji (%),Dolasimdaki Lot,Toplam Gelir,Net Kar,Son Kapanis Fiyati,52 Hafta En Yuksek,52 Hafta En Dusuk,Ortalama Hacim (10 gun),Piyasa Degeri,Son Fiyat,1 Ay Degisim (%),3 Ay Degisim (%),6 Ay Degisim (%),1 Yil Degisim (%),5 Yil Degisim (%),Volatilite
A1CAP.IS,A1 CAPITAL YATIRIM,Financial Services,Capital Markets,"A1 Capital Yatirim Menkul Degerler A.S. operates as a brokerage company. It offers stock and VIOP transactions, investment consultancy, portfolio management, public offering, debt instrument issuances, company valuation, company acquisitions and merger, project finance, capital increase, and call transaction services. The company was registered in 1990 and is based in Istanbul, Turkey.",0.6029491525423728,22.0339,1.370802,0.10769392,-0.486,135000000.0,32592371712.0,-158487584.0,25.0,37.82,23.08,939904.0,3510000128.0,90877.0818181923,7.17229907131935,-1.5151500920837588,-4.761902100333248,3.0927863119824983,7562.622679222028,0.6316220930873945
ACSEL.IS,ACIPAYAM SELULOZ,Basic Materials,Chemicals,"Aciselsan Acipayam Seluloz Sanayi ve Ticaret A.S. purchases, produces, and sells cellulose and cellulose derivatives, and sodium carboxymethyl derivatives in Turkey. The company also engages in the import, export, and trading of various chemicals. Its products are used in detergents, paints, adhesives and thickeners, textiles, foods, oil drilling, ceramics, pharmaceuticals, cosmetics, and tiles and electrodes. The company was incorporated in 1973 and is based in Denizli, Turkey.",0.271,164.3772290717037,2.6796505,2.3708963,12.982,10721700.0,521411296.0,67687840.0,116.0,195.6,100.0,302066.0,1236212096.0,115.3000030517578,7.156138184786916,-0.1677632669788964,-13.153462270095996,28.69737505112732,1761.5626627557176,0.6048730800053361
ADEL.IS,ADEL KALEMCILIK,Industrials,Business Equipment & Supplies,"Adel Kalemcilik Ticaret ve Sanayi A.S. produces, manufactures, and sells stationery products in Turkey. It offers wood-walled pencils, crayons and copy pens, ballpoint, liquid ink pens, markers, felt-tip pens, pastels, watercolors, erasers, sharpeners, finger paints, play dough, and gouache paints; and toys. The company offers its products under the Faber-Castell, Graf von Faber-Castell, Adel, and Panfix, and Citizen brands. It exports its products to approximately 40 countries. The company was incorporated in 1967 and is headquartered in Umraniye, Turkey. Adel Kalemcilik Ticaret ve Sanayi A.S. operates as a subsidiary of AG Anadolu Grubu Holding A.S.",0.464,447261.5858784082,5.804395,5.493277,11.55,259875008.0,1636850944.0,189048992.0,34.3,74.63636,28.477272,3118780.0,8991675392.0,34.599998474121094,-3.5136701471966765,-13.715711245100112,-22.61018079759061,-89.22529705984572,141.41614477331893,1.2364612883160515
ADESE.IS,ADESE GAYRIMENKUL,Real Estate,Real Estate - Diversified,"Adese Gayrimenkul Yatirim A.S. operates in the real estate investment sector. The company engages in the operation and management of shopping malls, residential, and entertainment centers. Adese Gayrimenkul Yatirim A.S. was founded in 1991 and is based in Selcuklu, Turkey.",0.6377666666666666,1.1319797,0.26630047,5.439722,404.069,1008000000.0,413227008.0,1670294016.0,2.2,3.19,1.78,69565832.0,2247840000.0,2.2300000190734863,12.060301928974027,3.2407375213541907,2.2935757240897794,23.888893230461893,32.926168424723734,0.5527656630912013
ADGYO.IS,ADRA GMYO,Real Estate,REIT - Residential,"Adra Gayrimenkul Yatirim Ortakligi Anonim Sirketi engages in the real estate investment activities. It also undertakes and sells housing projects. The company was incorporated in 2020 and is based in Izmir, Turkey.",0.6377666666666666,14.60177,2.1178284,35.132652,63.52100000000001,293700000.0,275871552.0,175236960.0,32.36,41.48,25.2,1655450.0,9692099584.0,37.03113629059358,6.177606438246734,-4.3478260869565215,15.70827303762118,17.521367840675527,1021.1702504368692,0.5870558385259707
AEFES.IS,ANADOLU EFES,Consumer Defensive,Beverages - Non-Alcoholic,"Anadolu Efes Biracilik ve Malt Sanayii Anonim Sirketi, together with its subsidiaries, engages in the production, bottling, distribution, and sale of beer, malt, and non-alcoholic beverages in Turkey and internationally. The company operates through Beer Group and Soft Drinks segments. It is also involved in the production and distribution of carbonated and low alcoholic beverages, water, fruit juice concentrates, purees and fresh fruit, and carbonated soft drinks under the Coca-Cola Company trademark. In addition, it leases intellectual property and related products. Anadolu Efes Biracilik ve Malt Sanayii Anonim Sirketi was incorporated in 1966 and is based in Istanbul, Turkey.",0.72,11.879396,1.6302211,0.87272686,7.3460005,592105024.0,160386514944.0,11782689792.0,237.5,304.75,122.2,3791907.0,139973623808.0,236.3999938964844,12.89398318385209,17.964072403413155,1.8965490933122304,86.9450248500478,1218.2389187907124,0.414379992515581
AFYON.IS,AFYON CIMENTO,Basic Materials,Building Materials,"Afyon Cimento Sanayi Turk Anonim Sirketi engages in the production and sale of cement in Turkey. It offers Portland cement and Portland composite base ash additive cement, as well as clinkers to the construction industry. The company was incorporated in 1954 and is based in Istanbul, Turkey. Afyon Cimento Sanayi Turk Anonim Sirketi operates as a subsidiary of Cimsa Cimento Sanayi ve Ticaret Anonim Sirketi.",-0.23,5.688213,1.1073279,2.7770383,48.928002,400000000.0,2154813696.0,1054317632.0,14.79,17.58,10.98,9343995.0,5984000000.0,14.960000038146973,6.325517858043373,5.056181731752038,20.547946995072863,46.43830736563347,583.5404830280465,0.5040380832582804
AGESA.IS,AGESA HAYAT EMEKLILIK,Financial Services,Insurance - Diversified,"AgeSA Hayat ve Emeklilik Anonim Sirketi engages in the pension and life insurance business primarily in Turkey. It offers credit-linked life and non-credit-linked life policies, such as term life, return of premium, critical illness, and unemployment. The company also provides life savings products, which are written for a contract period. In addition, it offers coverage against disability, death, and medical expenses due to accident. Further, the company provides a range of individual and corporate pension plans, and a range of funds and fund consultancy services. The company was formerly known as AvivaSA Emeklilik ve Hayat A.S. and changed its name to AgeSA Hayat ve Emeklilik Anonim Sirketi in August 2021. The company was founded in 1941 and is based in Istanbul, Turkey.",0.728,11.782178,9.1576395,1.5186151,10.481,180000000.0,18336442368.0,1921754624.0,153.5,154.7,52.65,290973.0,27845998592.0,154.6999969482422,13.917520965946494,28.80932465754913,21.4285675787985,176.2499945504325,1191.295657134287,0.4387636624596327
AGHOL.IS,ANADOLU GRUBU HOLDING,Industrials,Conglomerates,"AG Anadolu Grubu Holding A.S., together with its subsidiaries, engages in the beer, soft drinks, automotive, and other businesses in Turkey and internationally. The company operates through Beer, Soft Drinks, Migros, Automotive, Agriculture, Energy, and Industry, and Other segments. It also produces and sells beer and malt, and carbonated and non-carbonated beverages; and involved in passenger and commercial vehicles business. In addition, the company imports, distributes, markets, and rents motor vehicles; and engages in generators, and spares and component part activities. Further, it is involved in the production of industrial engines; sale of tractors; production of writing instruments; distribution of other imported stationery products; wholesale and retail sale of electricity, insurance agency business; and production, distribution, and transmission of electricity businesses, as well as operates distribution facilities; and provision of IT, internet, and e-commerce services. Additionally, the company purchases, sells, rents, and manages real estate properties; and leases intellectual property. AG Anadolu Grubu Holding A.S. was formerly known as Yazicilar Holding A.S. and changed its name to AG Anadolu Grubu Holding A.S. in December 2017. The company was founded in 1950 and is based in Istanbul, Turkey.",0.206,15.31477,1.0324929,0.23678805,1.544,243535008.0,390313345024.0,6016836096.0,363.0,477.5,200.9,567532.0,92421537792.0,379.5,13.19910514541387,15.701219512195122,8.428571428571429,108.58314589214456,2153.547099853756,0.4654221204869967
AGROT.IS,AGROTECH TEKNOLOJI,Industrials,Conglomerates,"Agrotech Yuksek Teknoloji Ve Yatirim Anonim Sirketi operates as an agricultural and high-technology company in Turkey and internationally. The company's products include tomato, cherry, hazelnut, walnut, apple, pear, peach, nectarine, cucumber, plum, and grape. It also provides software consultancy services. The company was founded in 2013 and is based in Istanbul, Turkey.",0.5784696969696969,53.1,2.576419,5.770428,11.145,1200000000.0,2208501504.0,246138064.0,10.69,47.24,10.25,71946505.0,12743999488.0,180.15131856189979,-17.801858956293522,-29.48207443788785,-29.29427721774987,-10.756300621875816,393.93796967967387,0.6076744067057042
AGYO.IS,ATAKULE GMYO,Real Estate,REIT - Diversified,"Atakule Gayrimenkul Yatirim Ortakligi A.S. is based in Ankara, Turkey.",0.451,30.88,0.5630105,9.543808,308.627,263340000.0,213016096.0,657425152.0,7.8,12.19,6.52,2724348.0,2032984704.0,7.71999979019165,-4.0993837605498,9.79988630736158,-1.2770194488993738,1.2772622657363095,338.9040853018487,0.6004017699064899
AHGAZ.IS,AHLATCI DOGALGAZ,Utilities,Utilities - Regulated Gas,"Ahlatci Dogal Gaz Dagitim Enerji ve Yatirim A.S. engages in the wholesale, retail distribution, and sale of natural gas in Turkey. The company offers it service under the Aksaray, Antalya, Aydin, Denizli, Eregli, Erzincan, Karaman, Konya, and Kapadokya names. It also provides operational and consultancy services. The company was founded in 2003 and is headquartered in Istanbul, Turkey.",0.538,11.508571,2.2667415,3.3800933,23.356001000000003,2600000000.0,15491878912.0,3618256128.0,20.1,21.26,9.85,7593052.0,52363997184.0,20.13999938964844,0.2988021223623045,42.43280693524896,38.81246219655857,127.90337682115975,187.15048256200487,0.4332016948646598
AHSGY.IS,AHES GMYO,N/A,N/A,N/A,0.3073333333333334,3.0302196,172088.17295995334,2.7887602,33.209666666666664,2283698464.0,79723833600.0,19129077205.333332,22.2,30.3,17.36,3096325.0,4301700096.0,1500016.0774998665,-5.565073246757998,-12.52973803904438,-13.6932710216352,46.49569749787285,1190.9728308457998,0.720977261391033
AKBNK.IS,AKBANK,Financial Services,Banks - Regional,"Akbank T.A.S., together with its subsidiaries, provides various banking products and services in Turkey and internationally. It operates through Consumer Banking and Private Banking; Commercial Banking, Corporate Banking, and SME Banking; and Treasury, Other, and Unallovated segments. The company's consumer banking services comprise deposit accounts, retail loans, commercial installment loans, credit cards, insurance products, and asset management services, as well as bank cards, investment funds trading, automatic payment, foreign currency trading, safe deposit box rental, cheques, money transfer, investment banking, and telephone and internet banking. It also offers services to large, medium, and small size corporate and commercial customers that include Turkish Lira (TL) and foreign currency denominated working capital loans financing for investments, foreign trade financing, derivative instruments for hedging purposes of foreign currency and interest risk, letters of credit, foreign currency trading, corporate finance, and deposit and cash management services, as well as project finance loans; and working capital management, delivering cash management services based on customers' requests, such as collection and payment services, and liquidity and information management. In addition, the company engages in treasury activities consisting of TL and foreign currency spot and forward transactions, treasury and government bonds, Eurobonds, and private sector bond transactions, as well as derivative trading activities; and marketing and pricing activities related to treasury products. Further, it provides financial leasing services, investment and pension funds management, and portfolio management, as well as offers payment services and issues electronic money. Akbank T.A.S. was incorporated in 1948 and is headquartered in Istanbul, Turkey.",0.72,7.1544275,1.4915797,2.5837038,36.121,5200000000.0,133335728128.0,48161939456.0,65.65,70.75,34.86,66025919.0,344500011008.0,66.25,11.43818191723153,4.248624382932943,-0.8975295255292557,92.6748661557897,880.580477518782,0.4614742506526501
AKCNS.IS,AKCANSA,Basic Materials,Building Materials,"Akcansa Cimento Sanayi ve Ticaret Anonim Sirketi, together with its subsidiaries, manufactures and sells cement, clinker, ready-mix concrete, and aggregates in Turkey and internationally. The company operates through Cement and Ready-Mix Concrete segments. It offers products under the Akcansa Cimento, Agregasa, and Betonsa brand names. The company provides port services. It sells its products online. The company was founded in 1967 and is headquartered in Istanbul, Turkey.",0.559,14.123377,1.8190372,2.2273848,7.298999999999999,191447008.0,14955556864.0,1091664768.0,172.1,197.3,128.0,449541.0,33311778816.0,174.0,6.291999538041784,11.610010783922032,22.881350635535004,33.74326812986836,1832.6384817368685,0.4990549047173233
AKENR.IS,AK ENERJI,Utilities,Utilities - Regulated Electric,"Akenerji Elektrik Uretim A.S. engages in the generation, transmission, and trading of electricity in Turkey and internationally. The company operates hydroelectric, wind, and natural gas combined cycle power plants with a total installed capacity of 1,224 megawatts. It is also involved in natural gas trading business. The company was incorporated in 1989 and is headquartered in Istanbul, Turkey.",0.538,1.8508371,0.450037,0.5627227,30.41,729164032.0,15756668928.0,4791559680.0,11.06,28.68,4.23,9596639.0,8866634752.0,12.15999984741211,6.573181507711473,0.5789883700641241,-23.13527128960401,196.5853690306819,1036.4485281608536,0.5933745470933997
AKFGY.IS,AKFEN GMYO,Real Estate,REIT - Hotel & Motel,"Akfen Real Estate Investment Trust Inc. was established in 2006 by transforming and restructuring Aksel Tourism Investments and Management Inc., which started its activities in 1997, into a real estate investment trust. Over the years, Akfen REIT, drawing its power from the deep-rooted background of Turkey's infrastructure builder Akfen Holding, has assumed a pioneering role in its sector with the experience it has gained in the field of project development and construction in economic city hotel management. Akfen REIT, which maintains its strategic partnership with Accor SA, one of the world's leading companies in the field of international chain hotel management, has realized numerous city hotel projects under the Ibis and Novotel brands as a result of this cooperation. Akfen REIT has reached a size of 20 hotels and 1 office building located in Turkey, Russia, and Turkish Republic of Northern Cyprus with leasing the hotels whose construction process was completed to Accor with long-term contracts. Akfen REIT generated regular and predictable rental income with this business model.",0.744,26.526545442499998,0.5416149,9.069778,-31.328,3900000000.0,937398848.0,-293666912.0,2.14,2.88,1.81,38722181.0,8502000128.0,2.180000066757202,0.0,4.807699361496682,-6.437762311608386,26.011563163144736,189.94258595934025,0.5821675725714488
AKFYE.IS,AKFEN YEN. ENERJI,Utilities,Utilities - Renewable,"Akfen Yenilenebilir Enerji engages in the production of renewable energy in Turkey. It operates 12 hydroelectric power plant facilities with a total installed power of 228.7 megawatts; 27 unlicensed solar power plants with a capacity of 25.95 megawatts and 8 licensed solar power plants with a power of 95.45 megawatts; and wind power plants with an installed capacity of 348.9 megawatts. The company was founded in 2009 and is based in Ankara, Turkey. Akfen Yenilenebilir Enerji operates as a subsidiary of Akfen Holding Anonim Sirketi.",0.538,4.807786,0.6620431,6.5842133,116.311,1196960000.0,3592218112.0,4178142976.0,19.0,33.46,14.35,4771632.0,23651930112.0,31.623912946037624,6.7531063454530855,3.0777263966602595,-28.353878594838694,46.696361077656206,1180.6800466612194,0.5392028834760155
AKGRT.IS,AKSIGORTA,Financial Services,Insurance - Diversified,"Aksigorta A.S. provides various life and non-life insurance products and services to retail and business customers in Turkey. It operates through Fire, Transportation, Motor Own Damage, Motor Crafts Liability (Compulsory Traffic), Other Accident, Engineering, Agriculture, Health, and Life segments. The company offers motor vehicle, motor third party liability, fire, marine, accident, personal accident, engineering, and agriculture insurance. It also provides traffic, home and content, compulsory earthquake, site management, health, travel health, and premium travel insurance, as well as other insurance, such as yacht, paw, bodycard security, and credit card unemployment. The company sells its products through branches, independent agencies, brokers, and contracted institutions. Aksigorta A.S. was incorporated in 1960 and is headquartered in Istanbul, Turkey.",1.09,6.9519234,2.5583863,0.8736789,12.525,1612000000.0,13339867136.0,1670782848.0,6.92,9.0,5.1,12856457.0,11654760448.0,7.230000019073486,13.145542568686752,28.191492734531813,-12.681156373913597,43.737568936383006,503.7968446870884,0.4538293665498956
AKMGY.IS,AKMERKEZ GMYO,Real Estate,REIT - Retail,"Akmerkez Gayrimenkul Yatirim Ortakligi A.S. operates as a real estate investment association in Turkey. It engages in the investment, ownership, development, and rental of real estate properties, primarily shopping centers. The company was formerly known as Akmerkez Gayrimenkul Yatirimi A.S. and changed its name to Akmerkez Gayrimenkul Yatirim Ortakligi A.S. in February 2005. Akmerkez Gayrimenkul Yatirim Ortakligi A.S. is based in Istanbul, Turkey.",0.054,11.363408,1.487279,16.198223,94.859004,37264000.0,521523168.0,494712448.0,223.1,386.0,128.6,20451.0,8447748608.0,226.6999969482422,6.282228647335194,3.374370174877688,-13.141763621363149,85.99646811033638,1124.3368600875606,0.583956476996123
AKSA.IS,AKSA,Consumer Cyclical,Textile Manufacturing,"Aksa Akrilik Kimya Sanayii A.S., together with its subsidiaries, manufactures and sells textiles, chemicals, and other industrial products in Turkey and internationally. It operates through three segments: Fibers, Energy, and Other. The company offers acrylic fibers, textile fibers, outdoor fibers, industrial fibers, acrylic filament yarns, modacrylic, and air jet Iplik fibers for clothes, home textiles, carpets, hand knitting, awnings, indoor and outdoor furniture, convertible cars with fabric roof, boat covers, filters, concrete production, car batteries, brake pads, upholstery, and protective clothing. It also provides raw and auxiliary materials, as well as intermediate substances; artificial, synthetic and natural fibers, carbon fibers, and filament and polymers; and equipment, machinery, and spare parts used in production, processing, and storage activity. In addition, the company engages in marketing and trading activities; generation and sale of electricity; start-up and rental of energy generation pants; and import and export of its products to domestic, foreign, and international branches, as well as rents real estate. Aksa Akrilik Kimya Sanayii A.S. was founded in 1968 and is headquartered in Yalova, Turkey.",0.667,16.943663,2.115723,2.2839975,13.572,3884999936.0,20462608384.0,2777095936.0,11.9,12.666666,7.220833,24919710.0,46736547840.0,12.029999732971191,30.76086937367127,30.47721675227152,12.429906050600176,72.84174399260971,2380.0372024188946,0.4498350655114425
AKSEN.IS,AKSA ENERJI,Utilities,Utilities - Independent Power Producers,"Aksa Enerji Uretim A.S., an independent power producer, produces and sells electricity in Turkey, Asia, and Africa. The company produces energy from coal, fuel oil, biogas, natural gas, wind, and hydroelectricity. It operates approximately 30 power plants. The company also engage in construction, lending, and operation of electricity power plants. The company was founded in 1997 and is headquartered in Istanbul, Turkey. Aksa Enerji Uretim A.S. operates as a subsidiary of Kazanci Holding AS.",-0.104,14.732824,1.2297692,2.5971148,17.681,1226339968.0,18226657280.0,3222609920.0,38.06,49.26,28.84,4936898.0,47336722432.0,38.59999847412109,12.865490096566491,-2.080161676593396,-14.184084333136548,37.65000693095719,2039.1828420494835,0.4666546865675034
AKSGY.IS,AKIS GMYO,Real Estate,REIT - Diversified,Akis Gayrimenkul Yatirim A.S is based in Turkey.,0.409,5.8372097,0.89878255,6.75011,139.877,2415000064.0,2694022912.0,3768314112.0,7.13,7.59,3.866666,3698503.0,18184951808.0,7.53000020980835,4.874657240078417,18.957350719835794,20.031889309723457,120.9123059609743,902.5053022721668,0.5089702804413291
AKSUE.IS,AKSU ENERJI,Utilities,Utilities - Renewable,"Aksu Enerji ve Ticaret Anonim Sirketi produces, distributes, and trades electricity in Turkey. It operates hydroelectric and solar power plants. The company was incorporated in 1985 and is headquartered in Isparta, Turkey.",0.74,55.47619,1.3343259,17.316593,214.544,66000000.0,44402496.0,95262896.0,11.47,16.81,10.1,641907.0,768899968.0,11.649999618530272,-0.9353793215191252,5.144401613258896,-2.6733553998321318,11.113819646643444,185.97848801338412,0.461604224039536
AKYHO.IS,AKDENIZ YATIRIM HOLDING,Industrials,Security & Protection Services,"Akdeniz Yatirim Holding A.S. engages in the technology, renewable energy, defense, software and hardware, plastic, agriculture and animal husbandry, chlorine dioxide, environment, and waste systems sectors in Turkey. The company manufactures, imports, exports, and trades armor materials and vehicles; fire extinguishers, spray guns, steam, and sand blasting machines; manufactures plastic tubes, pipes, hoses, and fittings; and liquid pumps and elevators. It also engages in the operation of power plants and the trading of the generated electrical energy; and educational and training services for electricity production. In addition, the company involved in buying, manufacturing, and selling industrial, agricultural, commercial chemicals, and cleaning materials. Further, the company provides waste management and recycling services; and agriculture and livestock services. Additionally, it trades food, pulses, hardware, cleaning, and necessities; buys and sells real estate properties; manufactures and sells construction and hardware and building materials; and freight transportation activities. The company was formerly known as Akdeniz Guvenlik Hizmetleri A.S. and changed its name to Akdeniz Yatirim Holding A.S. in July 2020. Akdeniz Yatirim Holding A.S. was incorporated in 2013 and is based in Istanbul, Turkey.",0.5784696969696969,5.693877,0.4131497,7.979703,68.893,252228000.0,88188256.0,60755808.0,2.78,11.25,2.47,8326298.0,703716096.0,2.789999961853028,-13.622292712762007,-2.1052612206061254,-66.18181864420572,-25.797873166768788,169.15926113681593,0.7652912457723897
ALARK.IS,ALARKO HOLDING,Industrials,Conglomerates,"Alarko Holding A.S., together with its subsidiaries, operates in energy, construction, land development, industry and trade, tourism, investment, and agriculture fields. It engages in the energy production, distribution, and trading activities. The company is also involved in the contracting activities in the various projects, including airports, highways, subways, high-speed trains, light rail systems, energy facilities, pipelines, industrial plants, treatment plants, business centers, hotels, and hospitals. In addition, it engages in the development of residential spaces; and manufacturing heating, cooling, and air conditioning equipment. Further, the company operates hotels, sports and spa centers, and movie theaters. Additionally, it is involved in the greenhouse, fertilizer, food processing, and seed breeding activities; equity fund, private equity, and venture capital investment activities; and aviation and aircraft technical maintenance activities. The company was founded in 1954 and is headquartered in Istanbul, Turkey.",0.5784696969696969,15.567614,0.9767773,6.132455,-14.007,434527008.0,6607409664.0,-925479168.0,93.0,145.4,81.7,3400641.0,40519643136.0,93.25,-2.610966057441253,-1.113470856603795,-9.903381642512077,8.182650912476548,1559.403352961801,0.4655611714943732
ALBRK.IS,ALBARAKA TURK,Financial Services,Banks - Regional,"Albaraka Turk Katilim Bankasi A.S. provides various banking products and services in Turkey. The company offers profitable, current, savings, foreign currency, gold, housing, marriage, participation, Hajj/Umrah, and bill payment accounts; housing, vehicle, house rent, timesharing, timeshare vacation, Hajj and Umrah, dental health, education, dormitory, wedding organization, natural gas conversion, real estate, dealer, commercial cash and non-cash, and Sukuk and credit guaranteed financing products; leasing; and credit, business, and bank cards. It also provides private pension products; personal accident, credit life, education, vehicle, critical illness, health, travel health, agriculture, responsibility, fire, property, earthquake, ship and boat, motor, traffic, marine, employer financial liability, electronic device, construction assembly, and leasing all risk, highway transportation liability, and compulsory highways transportations seat personal accident; bill payment, money transfer, safe deposit box; and finance leasing services. In addition, the company offers corporate finance support, export and project financing, and credit invoice; non-cash credits, including letters of guarantee and credit, acceptance credit, and reference letters; and cash management services that comprise direct debiting, fuel management, and supplier payment and financing systems, tuition installment, cheques and promissory notes, salary, regular, and mass payment, mass FX payment, QR code cheque, and accounting integration. Further, the company provides foreign trade transaction services; and Internet, mobile, phone, and ATM banking services. It operates through local branches and foreign branches. Albaraka Turk Katilim Bankasi A.S. was incorporated in 1984 and is headquartered in Umraniye, Turkey.",1.036,2.9575474,1.1144686,1.115675,36.943,2500000000.0,14049790976.0,5190705152.0,6.25,6.74,3.69,13183171.0,15674999808.0,6.269999980926514,3.636360053815604,1.456313189123267,12.972968746804977,69.91869603518309,416.03665865089806,0.4500896091067097
ALCAR.IS,ALARKO CARRIER,Industrials,Specialty Industrial Machinery,"Alarko Carrier Sanayi ve Ticaret A.S. manufactures and sells products and services in the areas of heating, cooling, air-conditioning, and water pressurization. The company offers various Heating Control Equipment, including combi boilers, boilers, radiator underfloor heating pipes, hot water storage tanks, expansion tanks, and heating control equipment; air conditioner equipment, including multi air conditioners, commercial air conditioners, AC control equipment, AC accessories, and Additional Warranty/Maintenance; and commercial systems comprising air handling units, packaged rooftop units, liquid chillers, VRF systems, fancoil units, laminar flow units, cold room refrigeration units, and humidifiers. It also offers water pressurization systems, such as submersible pumps, centrifugal pumps, submersible motors, water boosters, and circulation and pump Control Equipment pumps; heat pumps, photovoltaic panels, and hot water solar thermal collectors solar energy system inverters, electric vehicle chargers, lifepo4 battery packs for SPP; and air purifiers. In addition, the company provides engineering services consisting of building management systems, energy efficiency consultancy, and after sales services. The company was founded in 1954 and is headquartered in Gebze, Turkey. The company operates as a subsidiary of Carrier Global Corporation.",1.352,447261.5858784082,6.3078065,2.4693797,-2.483,10800000.0,4539763712.0,-112706152.0,974.5,1939.0,846.5,63692.0,11210399744.0,1038.0,-1.6113744075829384,3.696303696303696,-29.146757679180883,2.874132804757185,1677.05606182385,0.6215161327194951
ALCTL.IS,ALCATEL LUCENT TELETAS,Technology,Communication Equipment,"Alcatel Lucent Teletas Telekomunikasyon A.S. engages in the production and sale of telecommunication equipment in Turkey, Finland, and internationally. The company operates in two segments, Cloud and Network Services; and Network Infrastructures. It primarily offers telephone switchboards exchanges and transmission devices. The company was incorporated in 1983 and is based in Istanbul, Turkey.",0.203,114.21377654166668,1.8097254,1.214186,0.999,38700800.0,3869487616.0,38662620.0,120.9,164.5,76.35,468374.0,4698277376.0,121.4000015258789,1.0824338620103602,7.338641170412546,19.488192272759868,68.49409629957968,925.3378375112966,0.6181552201946766
ALFAS.IS,ALFA SOLAR ENERJI,Technology,Solar,"Alfa Solar Enerji Sanayi ve Ticaret A.S. engages in the manufacture and sale of solar panels. The company was incorporated in 2011 and is headquartered in Ankara, Turkey. Alfa Solar Enerji Sanayi ve Ticaret A.S. operates as a subsidiary of Alfa Kazan Enerji ve Cevre Yatirimlari A.S.",0.5010526315789473,305.45453,9.051724,4.8043203,1.608,368000000.0,5147366400.0,82772552.0,66.8,123.5,46.84,4072120.0,24729597952.0,67.19999694824219,30.106476210987243,26.197177367590964,-1.9752764640293217,-16.61299108705782,756.5770701176615,0.7411639604948882
ALGYO.IS,ALARKO GMYO,Real Estate,REIT - Diversified,"Alarko Real Estate Investment Company ""ALGYO"" was founded in 1996. It is the first Real Estate Investment Company that went public in Turkey. Alarko REIC, an affiliate of Alarko Holding operating in the field of real estate development sector, provides its investors with a fixed income with the rental income it derives from the real properties in its portfolio, and also possesses valuable lands for the purpose of development. The company's goodwill constantly increased starting from the date of its foundation with its real properties gaining value and its successful cash management efforts.",0.6377666666666666,4.640351,0.39350605,23.975733,433.414,282529984.0,249349376.0,1080715264.0,20.48,27.5,16.74,2415987.0,5978334208.0,21.15999984741211,6.438635516502451,4.856291017919247,-3.818182511763139,19.15757861853076,710.5706523674937,0.4580723703953433
ALKA.IS,ALKIM KAGIT,Basic Materials,Paper & Paper Products,"Alkim Kagit Sanayi ve Ticaret AS engages in the manufacture and sale of woodfree offset, coated, and office papers primarily in Turkey. The company's woodfree offset papers include, offset white writing and printing papers, and copy quality offset white writing and printing papers; coated papers, which comprise glossy, matt, and one side coated papers, as well as label papers; and special papers, including envelope, blueprint, drawing, map, optical reader, kraft shopping bag, ivory, chamois, white kraft, and wall papers, as well as office papers under the Platinum Copy, Gold Copy, Best Copy, and All Copy brand names. It also exports its products to 32 countries. The company was founded in 1948 and is based in Izmir, Turkey. Alkim Kagit Sanayi ve Ticaret AS is a subsidiary of Alkim Alkali Kimya A.S.",0.4229387755102041,72.91667,0.97092766,3.7155643,8.776,735000000.0,1730894592.0,151899248.0,8.71,10.225,6.035,12982827.0,6431249920.0,8.75,30.69454481923741,31.975864991939797,25.628137951280323,42.85714285714285,4319.272429271441,0.5629628809454443
ALKIM.IS,ALKIM KIMYA,Basic Materials,Paper & Paper Products,"Alkim Alkali Kimya A.S., engages in the production and sale of chemical products in Turkey and internationally. It operates through three segments: Chemical Products, Paper, and Other. The company provides sodium sulphate, gypsum, potassium sulphate, anhydride sodium chloride, raw salt, refined salt, dried salt, washed salt, leonite fertilizer (magnesium-potassium sulphate), magnesium chloride solutions, magnesium sulphate, and crystal magnesium chloride, as well as magnesium oxide. It also offers paper pulp, bond papers, photocopy papers, coated papers, ivory papers, glass papers, wet strength label papers, soap packaging papers, envelope papers and blueprint papers, white kraft papers, cup papers, and special papers for religious books. In addition, the company provides Insurance intermediary services. Alkim Alkali Kimya A.S. was founded in 1948 and is based in Istanbul, Turkey.",0.01,18.57,1.0857744,1.5296832,5.781,300000000.0,3641930240.0,210552960.0,17.98,22.47,14.83,3332228.0,5570999808.0,18.56999969482422,12.545452695904356,15.19850327568179,7.839723782234829,15.773058821011276,638.6702153487581,0.4432449603346747
ALKLC.IS,ALTINKILIC GIDA VE SUT,Consumer Defensive,Packaged Foods,"Altinkilic Gida Ve Sut Sanayi Ticaret A.S. produces and sells dairy products in Turkey. It offers milk product, cheese, and yogurt. The company was founded in 1991 and is based in Istanbul, Turkey.",0.13753333333333334,85.63967451794872,4.1882963,1.710534,2.508,112000000.0,2324420352.0,58290712.0,35.18,37.8,19.91,3717492.0,3976000000.0,101.90880947453635,20.39965580551329,5.671430756465939,60.75039440030167,40.89523567570989,2135.6450401554416,0.6228069890757029
